subject,relation,object,subject_type,object_type
Nazi misuse,sounded,Nazi misuse,NOUN_CHUNK,NOUN_CHUNK
Medical genetics,saw,increasingly rapid rise,NOUN_CHUNK,NOUN_CHUNK
clinical setting,determines,scope,NOUN_CHUNK,NOUN_CHUNK
newborn screen,incorporates,biochemical tests,NOUN_CHUNK,NOUN_CHUNK
acylcarnitine combination profile,detects,compounds,NOUN_CHUNK,NOUN_CHUNK
cell,contains,hereditary information,NOUN_CHUNK,NOUN_CHUNK
Examples,include,Gaucher disease,NOUN_CHUNK,PERSON
US practitioners,obtain,board certification,GPE,NOUN_CHUNK
unique status,has,number,NOUN_CHUNK,NOUN_CHUNK
the American Society of Human Genetics,began,annual meetings,ORG,DATE
the American Society of Human Genetics,publishes,the American Journal of Human Genetics,ORG,ORG
broad range,reflects,overall scope,NOUN_CHUNK,NOUN_CHUNK
Basic research geneticists,undertake,research,NOUN_CHUNK,NOUN_CHUNK
number,influence,distribution,NOUN_CHUNK,NOUN_CHUNK
Genetic studies,use,admixture linkage disequilibrium,NOUN_CHUNK,NOUN_CHUNK
The National Human Genome Research Institute,hosts,information center,ORG,NOUN_CHUNK
field,studies,clinical applications,NOUN_CHUNK,NOUN_CHUNK
medical microbiologist,studies,characteristics,NOUN_CHUNK,NOUN_CHUNK
academic qualification,requires,Masters,NOUN_CHUNK,NOUN_CHUNK
Louis Pasteur,designed,vaccines,PERSON,NOUN_CHUNK
Robert Koch,developed,series,PERSON,NOUN_CHUNK
Paul Ehrlich,tested,multiple combinations,PERSON,NOUN_CHUNK
Gerhard Domagk,found,Prontosil red protected mice,PERSON,PRODUCT
Gerhard Domagk,received,the Nobel Prize,PERSON,WORK_OF_ART
DNA sequencing,caused,rapid change,NOUN_CHUNK,NOUN_CHUNK
Airborne transmission Pathogen,carrying,spores,NOUN_CHUNK,NOUN_CHUNK
virus,introduced to,access,NOUN_CHUNK,NOUN_CHUNK
detailed identification techniques,involve,microbial culture,NOUN_CHUNK,NOUN_CHUNK
liquid,determined by,colloidal suspension,NOUN_CHUNK,NOUN_CHUNK
Culture techniques,use,microscopic examination,NOUN_CHUNK,NOUN_CHUNK
extracellular matrix,protect,inner bacteria cells,NOUN_CHUNK,NOUN_CHUNK
physician,referred to,residency,NOUN_CHUNK,NOUN_CHUNK
terminology,reflect,level,NOUN_CHUNK,NOUN_CHUNK
physicians,assumed that,obligations,NOUN_CHUNK,NOUN_CHUNK
Specialized fields,require,longer training,NOUN_CHUNK,NOUN_CHUNK
R3 R4 Resident,obtains,specialty,NOUN_CHUNK,NOUN_CHUNK
areas,include,cardiology,NOUN_CHUNK,NOUN_CHUNK
Direct entry specialties,have,fellowships,NOUN_CHUNK,NOUN_CHUNK
Add specialties,require,previous training,NOUN_CHUNK,NOUN_CHUNK
acute specialties,have,juniors,NOUN_CHUNK,NOUN_CHUNK
Trainee,starts,specialty training,NOUN_CHUNK,NOUN_CHUNK
Specialist residency programs,require,participation,NOUN_CHUNK,NOUN_CHUNK
time,include,fellowship,NOUN_CHUNK,NOUN_CHUNK
interview process,involves,separate interviews,NOUN_CHUNK,NOUN_CHUNK
applicant,held,program facilities,NOUN_CHUNK,NOUN_CHUNK
residency programs,submit,list,NOUN_CHUNK,NOUN_CHUNK
applicant,see,list,NOUN_CHUNK,NOUN_CHUNK
NRMP,introduced,organized scramble system,NOUN_CHUNK,NOUN_CHUNK
Medical residencies,require,lengthy hours,NOUN_CHUNK,NOUN_CHUNK
review committee,grant,exceptions,NOUN_CHUNK,NOUN_CHUNK
United States federal law,places,limit,GPE,NOUN_CHUNK
decision,allow,up to six hours,NOUN_CHUNK,TIME
interns,assume,responsibility,NOUN_CHUNK,NOUN_CHUNK
The Department of Health and Human Services,funds,vast majority,ORG,NOUN_CHUNK
principal traditional residencies,included,internal medicine,NOUN_CHUNK,NOUN_CHUNK
medical degrees,include,the Bachelor of Medicine,NOUN_CHUNK,WORK_OF_ART
medical schools,offer,additional degrees,NOUN_CHUNK,NOUN_CHUNK
undergraduate degree,completed as,prerequisite undergraduate coursework,NOUN_CHUNK,NOUN_CHUNK
modern medical schools,integrate,clinical education,NOUN_CHUNK,NOUN_CHUNK
students,study,subjects,NOUN_CHUNK,NOUN_CHUNK
Subsequent clinical rotations,include,internal medicine,NOUN_CHUNK,NOUN_CHUNK
Basic Medical education,lasts,6 years,ORG,DATE
Students,get,MBChB degree,NOUN_CHUNK,NOUN_CHUNK
The first two years,cover,basic medical preclinical sciences,DATE,NOUN_CHUNK
AKUH,offers,post graduate MMed programmes,ORG,NOUN_CHUNK
Candidates,attain,high scores,NOUN_CHUNK,NOUN_CHUNK
Students,undergo,rigorous training,NOUN_CHUNK,NOUN_CHUNK
Medical schools,offer,Higher Diplomas,NOUN_CHUNK,NOUN_CHUNK
Private faculty,accept,low grades,NOUN_CHUNK,NOUN_CHUNK
three medical schools,are,Medical degrees,CARDINAL,NOUN_CHUNK
UZ,offering,postgrad degrees,NOUN_CHUNK,NOUN_CHUNK
Training,lasts,​5 1⁄2 years,NOUN_CHUNK,NOUN_CHUNK
student,carried to,course,NOUN_CHUNK,NOUN_CHUNK
university,experienced,major increase,NOUN_CHUNK,NOUN_CHUNK
Brazilian medical schools,follow,European model,NOUN_CHUNK,NOUN_CHUNK
ciclo,called,internato,NOUN_CHUNK,NOUN_CHUNK
doctor,completed,specialty,NOUN_CHUNK,NOUN_CHUNK
the Association of American Medical Colleges,lists,17 accredited MD-granting medical schools,ORG,CARDINAL
the Association of American Medical Colleges,publishes,detailed guide,ORG,NOUN_CHUNK
medical schools,require,MCAT,NOUN_CHUNK,NOUN_CHUNK
Teaching methods,include,traditional lectures,NOUN_CHUNK,NOUN_CHUNK
Students,rank,Students preferences,NOUN_CHUNK,NOUN_CHUNK
the International Medical Education Directory,listed,59 current medical schools,ORG,CARDINAL
Curaçao,has,5 medical schools,ORG,CARDINAL
27 of which,are,active programs,CARDINAL,NOUN_CHUNK
schools,have,placements,NOUN_CHUNK,NOUN_CHUNK
students,introduced to,hands,NOUN_CHUNK,NOUN_CHUNK
Students,sit,USMLE,NOUN_CHUNK,NOUN_CHUNK
Medical schools,conduct,training,NOUN_CHUNK,NOUN_CHUNK
Foreigners,require,special.authorization,NOUN_CHUNK,NOUN_CHUNK
system,takes,students,NOUN_CHUNK,NOUN_CHUNK
students,complete,series,NOUN_CHUNK,NOUN_CHUNK
medical schools,have,additional requirements,NOUN_CHUNK,NOUN_CHUNK
number,reduced to,only 76,NOUN_CHUNK,CARDINAL
patient,give,consent,NOUN_CHUNK,NOUN_CHUNK
Foreign medical school graduates,complete,training,NOUN_CHUNK,NOUN_CHUNK
National Resident Match Program,lasts,seven years,NOUN_CHUNK,DATE
universities,renamed,universities,NOUN_CHUNK,NOUN_CHUNK
Biology questions,carry,30 marks,NOUN_CHUNK,MONEY
English students,prepare,English students,NORP,LANGUAGE
course,contributes,up to 75%,NOUN_CHUNK,PERCENT
course,covers,variety,NOUN_CHUNK,NOUN_CHUNK
Prospective medical students,enter,faculty,NOUN_CHUNK,NOUN_CHUNK
The Supreme Court Of India,mandated,necessity,ORG,NOUN_CHUNK
places,offer,seats,NOUN_CHUNK,NOUN_CHUNK
General medicine education,takes,7 to 7.5 years,NOUN_CHUNK,DATE
Students,enter,University,NOUN_CHUNK,NOUN_CHUNK
Students,study,basic medical science,NOUN_CHUNK,NOUN_CHUNK
organ based learning approach,emphasizes,critical thinking,NOUN_CHUNK,NOUN_CHUNK
M.D doctors,continue,M.D doctors educations,GPE,GPE
Israeli students,require,high school Baccalaureate average,NORP,NOUN_CHUNK
scope,encompasses,aspect,NOUN_CHUNK,NOUN_CHUNK
medical schools,include,the 5 years duration,NOUN_CHUNK,DATE
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
Training,take,place,NOUN_CHUNK,NOUN_CHUNK
new medical schools,offer,foundation,NOUN_CHUNK,NOUN_CHUNK
students,begin,direct contact,NOUN_CHUNK,NOUN_CHUNK
Year 5,continues,pattern,DATE,NOUN_CHUNK
Trainee interns,repeat,rotations,NOUN_CHUNK,NOUN_CHUNK
Trainee interns,receive,stipend grant,NOUN_CHUNK,NOUN_CHUNK
Trainee interns,have,responsibility,NOUN_CHUNK,NOUN_CHUNK
medical universities,are,medical colleges,NOUN_CHUNK,NOUN_CHUNK
Clinical specialization,involves,two- year Master degree,NOUN_CHUNK,NOUN_CHUNK
Americans,built,the University of the Philippines College of Medicine and Surgery,NOUN_CHUNK,ORG
notable examples,include,the University of the Philippines College of Medicine,NOUN_CHUNK,ORG
schools,emphasized,compulsory amounts,NOUN_CHUNK,NOUN_CHUNK
incoming students,have,6 2 year curriculum,NOUN_CHUNK,NOUN_CHUNK
their fourth year,offers,MBBS,DATE,NOUN_CHUNK
2 of 3 medical schools in Singapore,offers,undergraduate,CARDINAL,NOUN_CHUNK
medical students,pass,national medical licensing examinations,NOUN_CHUNK,NOUN_CHUNK
Students,receive,degree,NOUN_CHUNK,NOUN_CHUNK
Гродненскі,Russian,медыцынскі ўніверсітэт,ORG,NOUN_CHUNK
Віцебскі,дзяржаўны,медыцынскі ўніверсітэт,NORP,NOUN_CHUNK
course,lasts,6 years,NOUN_CHUNK,DATE
course,lasts,6 years,NOUN_CHUNK,DATE
students,take,total,NOUN_CHUNK,NOUN_CHUNK
Czech Universities,offer,6-year General Medicine program,NOUN_CHUNK,NOUN_CHUNK
Studies,involve,initial year preclinical period,NOUN_CHUNK,NOUN_CHUNK
students,have,contact,NOUN_CHUNK,NOUN_CHUNK
Finnish universities,integrated,clinical preclinical subjects,NOUN_CHUNK,NOUN_CHUNK
Université René Descartes,welcomes,about 2000 students,NOUN_CHUNK,CARDINAL
medical students,get,special status,NOUN_CHUNK,NOUN_CHUNK
Med students,get,5 weeks,NOUN_CHUNK,DATE
French medical students,receive,a State Diploma of Doctor of Medicine,NORP,ORG
students,receive,Germany,NOUN_CHUNK,GPE
graduate,awarded if,scientific study,NOUN_CHUNK,NOUN_CHUNK
Hungary,has,four medical schools,GPE,CARDINAL
Students,receive,degree dr,NOUN_CHUNK,NOUN_CHUNK
Hungarian medical schools,have,programs,NOUN_CHUNK,NOUN_CHUNK
Medical school,takes,6 years,NOUN_CHUNK,DATE
Training,lasts,"four, five or six years",NOUN_CHUNK,DATE
the National University of Ireland,launched,graduate entry programme,ORG,NOUN_CHUNK
universities,provide,international degree course,NOUN_CHUNK,NOUN_CHUNK
public medical schools,include,the International Medical School,NOUN_CHUNK,ORG
La Sapienza,require,applicants,FAC,NOUN_CHUNK
Italy,has,private parochial expensive English language medical schools,GPE,NOUN_CHUNK
Medical school,lasts,6 years,NOUN_CHUNK,DATE
schools,devoting,the second semester of the third year,NOUN_CHUNK,DATE
Lithuania,has,two medical schools,GPE,CARDINAL
Lithuanian medical schools,have,programs,NOUN_CHUNK,NOUN_CHUNK
medical students,receive,6 years,NOUN_CHUNK,DATE
medical students,receive,bachelor degree,NOUN_CHUNK,NOUN_CHUNK
Admission,requires,high GPA,NOUN_CHUNK,NOUN_CHUNK
43,are,medical specialties,CARDINAL,NOUN_CHUNK
Universidade,do,Algarve,ORG,GPE
Faculdade de Medicina da Universidade,do,Porto,ORG,GPE
FAIMER,include,medical schools,NOUN_CHUNK,NOUN_CHUNK
UK,has,approximately 8000 places,NOUN_CHUNK,NOUN_CHUNK
Medical schools,admit,students,NOUN_CHUNK,NOUN_CHUNK
meta analysis,suggested,depressive symptoms,NOUN_CHUNK,NOUN_CHUNK
recent study,displayed,significantly higher risk,NOUN_CHUNK,NOUN_CHUNK
23.5%,showed,clinically relevant depressive symptoms,PERCENT,NOUN_CHUNK
schools,provide,major,NOUN_CHUNK,NOUN_CHUNK
Admissions criteria,include,grade point averages,NOUN_CHUNK,NOUN_CHUNK
Dartmouth,opened,medical school,ORG,NOUN_CHUNK
AMA,published,set,NOUN_CHUNK,NOUN_CHUNK
medical education,followed,standardized pattern,NOUN_CHUNK,NOUN_CHUNK
applicants,obtain,education,NOUN_CHUNK,NOUN_CHUNK
programs,allow,rapid fulfillment,NOUN_CHUNK,NOUN_CHUNK
students,study,Osteopathic Manipulative Medicine,NOUN_CHUNK,ORG
medical students,take,Step 2/Level,NOUN_CHUNK,NOUN_CHUNK
Medical schools,use,variety,NOUN_CHUNK,NOUN_CHUNK
school students,required for,federal loans,NOUN_CHUNK,NOUN_CHUNK
rising cost,caused,concern,NOUN_CHUNK,NOUN_CHUNK
level,is,strong effect,NOUN_CHUNK,NOUN_CHUNK
hospital,receives,payment,NOUN_CHUNK,NOUN_CHUNK
Examples,include,children,NOUN_CHUNK,NOUN_CHUNK
List,publishes,list,NOUN_CHUNK,NOUN_CHUNK
the Royal Australasian College of Dental Surgeons,supervises,training,ORG,NOUN_CHUNK
Collège des du Québec,oversees,process,NOUN_CHUNK,NOUN_CHUNK
specialist training,lasts,5 years,NOUN_CHUNK,DATE
UK survey,found,higher job satisfaction,NOUN_CHUNK,NOUN_CHUNK
Medical genetics,encompasses,different individual fields,NOUN_CHUNK,NOUN_CHUNK
Molecular oncology,identified,genes,NOUN_CHUNK,NOUN_CHUNK
doctor patient relationship,begins,interaction,NOUN_CHUNK,NOUN_CHUNK
diagnosis,take,only a few minutes or a few weeks,NOUN_CHUNK,TIME
Medical history,comprises,HPI,NOUN_CHUNK,ORG
patient,Medications,drugs,NOUN_CHUNK,NOUN_CHUNK
clinical examination,involves,study of:.Vital signs,NOUN_CHUNK,NOUN_CHUNK
characteristics,have,significant impact,NOUN_CHUNK,NOUN_CHUNK
Christian emphasis,remains,rise,NORP,NOUN_CHUNK
entire population,intended to,access,NOUN_CHUNK,NOUN_CHUNK
tribal societies,provide,guarantee,NOUN_CHUNK,NOUN_CHUNK
Access,affects,choice,NOUN_CHUNK,NOUN_CHUNK
Examples,include,nurses,NOUN_CHUNK,NOUN_CHUNK
Physicians,have,specializations,NOUN_CHUNK,NOUN_CHUNK
Neuroscience,includes,disciplines,NOUN_CHUNK,NOUN_CHUNK
related clinical specialties,include,neurology,NOUN_CHUNK,NOUN_CHUNK
Surgeons,manage,operative,NOUN_CHUNK,NOUN_CHUNK
Surgery,has,sub specialties,NOUN_CHUNK,NOUN_CHUNK
medical specialties,employ,surgical procedures,NOUN_CHUNK,NOUN_CHUNK
Surgical training,requires,a minimum of five years,NOUN_CHUNK,DATE
Sub specialties,require,seven or more years,NOUN_CHUNK,DATE
fellowships,last,additional years,NOUN_CHUNK,NOUN_CHUNK
terms,exclude,practitioners,NOUN_CHUNK,NOUN_CHUNK
Interventional radiologists,access,areas,NOUN_CHUNK,NOUN_CHUNK
Family physicians,provide,services,NOUN_CHUNK,NOUN_CHUNK
Related non - medical fields,include,psychotherapy clinical psychology,NOUN_CHUNK,NOUN_CHUNK
Laser medicine,involves,use,NOUN_CHUNK,NOUN_CHUNK
Medical humanities,includes,humanities,NOUN_CHUNK,NOUN_CHUNK
Pain management,is,pain medicine,NOUN_CHUNK,NOUN_CHUNK
veterinarians,apply,similar techniques,NOUN_CHUNK,NOUN_CHUNK
Medical education,involves,entry level education,NOUN_CHUNK,NOUN_CHUNK
regulatory authorities,require,continuing medical education,NOUN_CHUNK,NOUN_CHUNK
Medical practitioners,upgrade,Medical practitioners knowledge,NOUN_CHUNK,NOUN_CHUNK
medical ethics,encompasses,medical ethics practical application,NOUN_CHUNK,NOUN_CHUNK
Greek physician Hippocrates,laid,foundation,NOUN_CHUNK,NOUN_CHUNK
Notable Islamic medical pioneers,include,Persian polymath,NOUN_CHUNK,NOUN_CHUNK
historian,likened,activities,NOUN_CHUNK,NOUN_CHUNK
the Catholic Church,established,network,ORG,NOUN_CHUNK
medical doctors,treated,humans,NOUN_CHUNK,NOUN_CHUNK
The post-18th century modernity period,brought,groundbreaking researchers,DATE,NOUN_CHUNK
doctors,made,notable contributions,NOUN_CHUNK,NOUN_CHUNK
developing countries,lack,access,NOUN_CHUNK,NOUN_CHUNK
The World Health Organization (WHO,defines,traditional medicine,ORG,NOUN_CHUNK
Practices,include,Ayurveda,NOUN_CHUNK,ORG
Indian Medical Association,regard,traditional medicine practices,ORG,NOUN_CHUNK
NHS England,oversees,budget,ORG,NOUN_CHUNK
NHS England,commissions,NHS GPs,ORG,ORG
NHS England,employs,"around 6,500 staff",ORG,CARDINAL
"health care economy"".In 2016 NHS England",organised,geographical division,NOUN_CHUNK,NOUN_CHUNK
NHS England,allocates,funding,ORG,NOUN_CHUNK
NHS England,awarded,year contract,ORG,NOUN_CHUNK
organisation responsibilities,include,arbitration,NOUN_CHUNK,NOUN_CHUNK
city,had,population,NOUN_CHUNK,NOUN_CHUNK
broader metropolitan area,had,population,NOUN_CHUNK,NOUN_CHUNK
Montreal,has,second highest number,GPE,NOUN_CHUNK
Montreal,hosted,multiple international conferences,GPE,NOUN_CHUNK
Alpha− world city,hosts,the Canadian Grand Prix of Formula One,NOUN_CHUNK,ORG
Archeologists,found,evidence,NOUN_CHUNK,NOUN_CHUNK
French explorer Samuel de Champlain,established,fur trading post,NORP,NOUN_CHUNK
group,left,New France,NOUN_CHUNK,GPE
settlement,included,chapel,NOUN_CHUNK,NOUN_CHUNK
the Sulpician Order,had,mission village,ORG,NOUN_CHUNK
George Forster,approached,Lachine,PERSON,GPE
Americans,burned,Fort Senneville,NOUN_CHUNK,GPE
George Forster,negotiated,prisoner exchange,PERSON,NOUN_CHUNK
Benedict Arnold,withdrew,Arnold's forces,PERSON,PERSON
retreat,delayed,retreat,NOUN_CHUNK,NOUN_CHUNK
Montreal,held,the World's Fair of 1967,GPE,EVENT
The 1970s,ushered in,period,DATE,NOUN_CHUNK
Montreal,hosted,the Summer Olympics,GPE,EVENT
Montreal,experienced,slower rate,GPE,NOUN_CHUNK
Montreal,annexed,27 other cities,GPE,CARDINAL
The 21st century,brought with,revival,DATE,NOUN_CHUNK
cold fronts,bring,crisp drier windy weather,NOUN_CHUNK,NOUN_CHUNK
Winter,brings,cold,DATE,NOUN_CHUNK
Pavilions,featured,wide range,ORG,NOUN_CHUNK
distinguished title,recognizes,Montreal's design community,NOUN_CHUNK,GPE
impressive network,connects,pedestrian thoroughfares,NOUN_CHUNK,NOUN_CHUNK
neighbourhoods,include,affluent Golden Square Mile neighbourhood,NOUN_CHUNK,NOUN_CHUNK
borough,included,Goose Village,NOUN_CHUNK,LOC
notable neighbourhoods,include,multicultural areas,NOUN_CHUNK,NOUN_CHUNK
Mount Royal Cemetery,contains,"more than 162,000 graves",FAC,CARDINAL
the Mount Royal Cemetery Company,established,crematorium,ORG,NOUN_CHUNK
new system,turn,lights,NOUN_CHUNK,NOUN_CHUNK
Montreal,had,"1,704,694 inhabitants",GPE,CARDINAL
Jewish community,has,population,NOUN_CHUNK,NOUN_CHUNK
Jewish people,constitute,majority,NORP,NOUN_CHUNK
Montreal,has,second largest economy,GPE,NOUN_CHUNK
Montreal,seen as,revival,GPE,NOUN_CHUNK
Industries,include,aerospace,NOUN_CHUNK,NOUN_CHUNK
Montreal,hosts,headquarters,GPE,NOUN_CHUNK
Montreal,attracted,world leading game developers,GPE,NOUN_CHUNK
Warner Bros. first studio,create,300 jobs,ORG,CARDINAL
Montreal,plays,important role,GPE,NOUN_CHUNK
sector,employs,"approximately 100,000 people",NOUN_CHUNK,CARDINAL
foreign subsidiaries,have,offices,NOUN_CHUNK,NOUN_CHUNK
Montreal's many cultural communities,given,distinct local culture,GPE,NOUN_CHUNK
Montreal,developed,unique distinguished cultural face,GPE,NOUN_CHUNK
popular events,include,World Film Festival,NOUN_CHUNK,EVENT
the Place des Arts,has,headquarters,ORG,NOUN_CHUNK
Internationally recognized avant garde dance troupes,toured,world,NOUN_CHUNK,NOUN_CHUNK
unique choreography,paved,way,NOUN_CHUNK,NOUN_CHUNK
Montreal,has,four Roman Catholic basilicas,GPE,CARDINAL
Canadiens recent Stanley Cup victory,have,major rivalries,NOUN_CHUNK,NOUN_CHUNK
Montreal Alouettes,won,Stanley Cup,NOUN_CHUNK,PERSON
Montreal Alouettes,had,two periods,NOUN_CHUNK,CARDINAL
Montreal,has,storied baseball history,GPE,NOUN_CHUNK
Major League Baseball,played,Major League Baseball games,ORG,ORG
Fierté Montréal,joined,North America's biggest soccer league,ORG,LOC
venue,held at,Montreal games,NOUN_CHUNK,GPE
race,takes,place,NOUN_CHUNK,NOUN_CHUNK
famous Circuit Gilles Villeneuve,hosted,round,NOUN_CHUNK,NOUN_CHUNK
city council,has,jurisdiction,NOUN_CHUNK,NOUN_CHUNK
Standing committees,review,annual budget forecasts,NOUN_CHUNK,NOUN_CHUNK
meetings,include,public question period,NOUN_CHUNK,NOUN_CHUNK
standing committees,have,terms,NOUN_CHUNK,NOUN_CHUNK
CEGEPs,offer,pre - university 2-years technical 3-years programs,NOUN_CHUNK,NOUN_CHUNK
Université du Québec,has,three separately run schools,ORG,CARDINAL
Conservatoire de musique du Québec à Montréal,offers,Bachelor,ORG,NOUN_CHUNK
two French-language universities,have,campuses,CARDINAL,NOUN_CHUNK
Montreal,has,problem,GPE,NOUN_CHUNK
STM bus routes,serve,"1,347,900 passengers",ORG,CARDINAL
subway bus system,provides,adapted transport wheelchair accessible buses,NOUN_CHUNK,NOUN_CHUNK
STM,won,award,NOUN_CHUNK,NOUN_CHUNK
Canada's busiest subway system,had,station,GPE,NOUN_CHUNK
Montreal,has,two international airports,GPE,CARDINAL
Pierre Elliott Trudeau International Airport,serves,commercial passenger traffic,PERSON,NOUN_CHUNK
Montreal-based Via Rail,provides,rail service,GPE,NOUN_CHUNK
Amtrak,operates,Amtrak,ORG,ORG
"CPR, CN",divested,"CPR, CN",ORG,ORG
Réseau,unveiled,métropolitain,NOUN_CHUNK,NOUN_CHUNK
NHS Improvement,published,league table,ORG,NOUN_CHUNK
Learning,concerns about,trusts,NOUN_CHUNK,NOUN_CHUNK
Nanomedicine sales,reached,$16 billion,ORG,MONEY
HIV infection,lasts,entire lifetime,NOUN_CHUNK,NOUN_CHUNK
Poor compliance pill fatigue,favor,resurgence,NOUN_CHUNK,NOUN_CHUNK
Quantum dots,produce,exceptional images,ORG,NOUN_CHUNK
different color dyes,was,different frequencies,NOUN_CHUNK,NOUN_CHUNK
Nanopore technology,converts,strings,NOUN_CHUNK,NOUN_CHUNK
surgeons,do,surgeries,NOUN_CHUNK,NOUN_CHUNK
successful,Tissue engineering if,conventional treatments,NOUN_CHUNK,NOUN_CHUNK
Future advances,give,rise,NOUN_CHUNK,NOUN_CHUNK
study,use,disorder,NOUN_CHUNK,NOUN_CHUNK
the National Board of Examinations,conducts,largest portfolio,ORG,NOUN_CHUNK
Examinations.the National Board of Examinations,conducts,following examinations:.DNB final exit examinations,ORG,NOUN_CHUNK
The National Insurance Act 1911,created,National Insurance,LAW,ORG
Lloyd George measure,gave,contributory system,PERSON,NOUN_CHUNK
Approved Societies,own,expenditure,NOUN_CHUNK,NOUN_CHUNK
scheme,made,provision,NOUN_CHUNK,NOUN_CHUNK
217 trusts,are,"around 800,000",CARDINAL,CARDINAL
Dr. Joseph DeLee,established,premature infant incubator station,NOUN_CHUNK,NOUN_CHUNK
the American Board of Pediatrics,established,sub board certification,ORG,NOUN_CHUNK
The 1950s,brought,rapid escalation,DATE,NOUN_CHUNK
development,improved,survival,NOUN_CHUNK,NOUN_CHUNK
countries,run,similar programs,NOUN_CHUNK,NOUN_CHUNK
neonatologists,perform,clinical basic science research,NOUN_CHUNK,NOUN_CHUNK
Hypoplastic,left,heart syndrome,NOUN_CHUNK,NOUN_CHUNK
Neonatologists,earn,general pediatricians,ORG,NOUN_CHUNK
maternal neonatal hospital stays,constituted,largest proportion,NOUN_CHUNK,NOUN_CHUNK
Maternal Neonatal stays,constituted,27 percent,NOUN_CHUNK,PERCENT
Jeremy Richard Streynsham Hunt,oversaw,imposition,PERSON,NOUN_CHUNK
junior doctors,undertook,multiple strikes,NOUN_CHUNK,NOUN_CHUNK
Elms,sold,Hunt and Elms interest,ORG,ORG
Jeremy Richard Streynsham Hunt,gained,over £14 million,PERSON,MONEY
Parliamentary Commissioner,found,Jeremy Richard Streynsham Hunt,NOUN_CHUNK,PERSON
public funds,provided,benefit,NOUN_CHUNK,NOUN_CHUNK
The Legg Report,showed,issues,ORG,NOUN_CHUNK
Jeremy Richard Streynsham Hunt,supported,Britain,PERSON,GPE
Jeremy Richard Streynsham Hunt,rectified,error,PERSON,NOUN_CHUNK
The Labour Party,referred,Jeremy Richard Streynsham Hunt,ORG,PERSON
News Corp. Emails,released to,detailed contacts,ORG,NOUN_CHUNK
Leveson,may,Jeremy Richard Streynsham Hunt,ORG,PERSON
cases locum agencies,charging,up to 49%,NOUN_CHUNK,PERCENT
Jeremy Richard Streynsham Hunt,announced,increase,PERSON,NOUN_CHUNK
Chris Hopson,described,seven day NHS plan,PERSON,NOUN_CHUNK
58%,rejected,final offer,PERCENT,NOUN_CHUNK
Jeremy Richard Streynsham Hunt,won,case,PERSON,NOUN_CHUNK
Jeremy Richard Streynsham Hunt,thanked,Ecuadorean President Lenín Moreno,PERSON,NOUN_CHUNK
Jeremy Richard Streynsham Hunt,held,Jeremy Richard Streynsham Hunt,PERSON,PERSON
Jeremy Richard Streynsham Hunt,runs,duvet linens business,PERSON,NOUN_CHUNK
Neurological practice,relies,scientific study,NOUN_CHUNK,NOUN_CHUNK
neurologists,have,additional training,NOUN_CHUNK,NOUN_CHUNK
neurologists,receive,additional subspecialty training,NOUN_CHUNK,NOUN_CHUNK
Subspecialties,include,brain injury medicine,NOUN_CHUNK,NOUN_CHUNK
neurologist,reviews,patient health history,NOUN_CHUNK,NOUN_CHUNK
patient,takes,neurological exam,NOUN_CHUNK,NOUN_CHUNK
neurological exam,tests,mental status,NOUN_CHUNK,NOUN_CHUNK
Neurologists,examine,patients,NOUN_CHUNK,NOUN_CHUNK
Components,include,assessment,NOUN_CHUNK,NOUN_CHUNK
neurologists,order,additional diagnostic tests,NOUN_CHUNK,NOUN_CHUNK
Commonly employed tests,include,imaging studies,NOUN_CHUNK,NOUN_CHUNK
The American Board of Clinical Neurophysiology,certifies,US physicians,ORG,GPE
Neurologists,refer,patient,NORP,NOUN_CHUNK
neurologists,develop,interest,NOUN_CHUNK,NOUN_CHUNK
emergence,created,demand,NOUN_CHUNK,NOUN_CHUNK
establishment,increased,role,NOUN_CHUNK,NOUN_CHUNK
patient,treated by,certain age,NOUN_CHUNK,NOUN_CHUNK
Physical medicine,treat,patients,NOUN_CHUNK,NOUN_CHUNK
General Hospital,cost,£75 million,NOUN_CHUNK,MONEY
Northumbria Healthcare NHS Foundation Trust,established,subsidiary company,ORG,NOUN_CHUNK
Northumbria Healthcare NHS Foundation Trust,set up,wholly owned subsidiary,ORG,NOUN_CHUNK
Northumbria Healthcare NHS Foundation Trust,introduced into,Performance,ORG,NOUN_CHUNK
Hospital Guide 2013.The Trust,had,7217 full-time equivalent staff,NOUN_CHUNK,CARDINAL
Northumbria Healthcare NHS Foundation Trust Northumbria Healthcare NHS Foundation Trust,received,outstanding rating,ORG,NOUN_CHUNK
payment,acts as,entitlement,NOUN_CHUNK,NOUN_CHUNK
National Insurance contributions,form,significant proportion,ORG,NOUN_CHUNK
benefit component,includes,contributory benefits,NOUN_CHUNK,NOUN_CHUNK
The Beveridge Report,proposed,expansion,ORG,NOUN_CHUNK
employee contributions,paid,certain low paid workers,NOUN_CHUNK,NOUN_CHUNK
HMRC,allocate,letter,NOUN_CHUNK,NOUN_CHUNK
HMRC,provide,online National Insurance Calculator,ORG,NOUN_CHUNK
